full_date,mood,activities,mood_num
2019-12-20,good,workplace work | people (1h+) | friends | party/bar | cook (no microw) | reading | gaming | television | italiano,4
2019-12-19,good,workplace work | people (1h+) | date (+time spent) | touch | cook (no microw) | reading | gaming | television | stress ventre | walking (30m+),4
2019-12-18,meh,workplace work | cook (no microw) | reading | films | television | walking (30m+),3
2019-12-17,meh,workplace work | cook (no microw) | films | television | walking (30m+),3
2019-12-16,meh,workplace work | people (1h+) | party/bar | cook (no microw) | gaming | television | walking (30m+),3
2019-12-15,rad,workplace work | people (1h+) | friends | party/bar | eating out | gaming | laundry | walking (30m+),5
2019-12-14,good,workplace work | people (1h+) | friends | party/bar | cook (no microw) | reading | gaming | television | walking (30m+),4
2019-12-13,meh,workplace work | people (1h+) | friends | cook (no microw) | reading | gaming | films | television | sport | volley,3
2019-12-12,meh,workplace work | people (1h+) | friends | cook (no microw) | reading | gaming | films | television | daysleep,3
2019-12-11,good,workplace work | people (1h+) | friends | cook (no microw) | reading | gaming | television | walking (30m+) | italiano,4
2019-12-10,meh,workplace work | people (1h+) | friends | reading | gaming | television | 4pda/search | walking (30m+),3
2019-12-09,good,people (1h+) | friends | eating out | cook (no microw) | reading | television | sun (on skin) | walking (30m+) | sport | volley,4
2019-12-08,meh,workplace work | films | television | daysleep | walking (30m+),3
2019-12-07,good,people (1h+) | friends | eating out | laundry | 4pda/search | walking (30m+),4
2019-12-06,good,workplace work | people (1h+) | friends | cook (no microw) | reading | gaming | 4pda/search | walking (30m+),4
2019-12-05,good,workplace work | people (1h+) | friends | cook (no microw) | reading | television,4
2019-12-04,good,workplace work | people (1h+) | party/bar | cook (no microw) | reading | television,4
2019-12-03,meh,workplace work | people (1h+) | friends | reading | stress ventre | sport | volley,3
2019-12-02,good,workplace work | people (1h+) | friends | party/bar | reading,4
2019-12-01,rad,workplace work | people (1h+) | friends | party/bar | cook (no microw) | gaming | television | cleaning | walking (30m+),5
2019-11-30,good,workplace work | people (1h+) | friends | gaming | television | travel | walking (30m+),4
2019-11-29,good,workplace work | people (1h+) | friends | date (+time spent) | touch | reading | gaming | 4pda/search | walking (30m+),4
2019-11-28,good,workplace work | people (1h+) | date (+time spent) | touch | reading | television,4
2019-11-27,good,workplace work | people (1h+) | date (+time spent) | touch | reading | television | walking (30m+),4
2019-11-26,good,workplace work | people (1h+) | date (+time spent) | touch | reading | television | 4pda/search | walking (30m+),4
2019-11-25,rad,workplace work | people (1h+) | date (+time spent) | touch | reading | television | laundry | 4pda/search | sun (on skin) | walking (30m+) | sport | volley,5
2019-11-24,good,workplace work | people (1h+) | date (+time spent) | touch | reading | films | television | 4pda/search | walking (30m+),4
2019-11-23,meh,people (1h+) | friends | date (+time spent) | touch | television | walking (30m+),3
2019-11-22,meh,workplace work | people (1h+) | friends | party/bar | date (+time spent) | touch | reading | television | 4pda/search | walking (30m+),3
2019-11-21,good,workplace work | people (1h+) | touch | reading | television | 4pda/search | walking (30m+),4
2019-11-20,meh,workplace work | people (1h+) | touch | reading | films | 4pda/search,3
2019-11-19,good,workplace work | people (1h+) | friends | party/bar | touch | reading | gaming | television,4
2019-11-18,good,workplace work | people (1h+) | friends | touch | reading | gaming | television | cleaning | laundry | sport | volley,4
2019-11-17,rad,workplace work | people (1h+) | friends | reading | gaming | television | travel | sun (on skin) | walking (30m+),5
2019-11-16,good,workplace work | people (1h+) | friends | reading | travel | walking (30m+),4
2019-11-15,good,workplace work | people (1h+) | friends | television | travel | walking (30m+),4
2019-11-14,good,workplace work | people (1h+) | friends | walking (30m+),4
2019-11-13,good,workplace work | people (1h+) | friends | touch | reading | walking (30m+),4
2019-11-12,good,workplace work | people (1h+) | date (+time spent) | touch | eating out | reading | television | walking (30m+),4
2019-11-11,good,workplace work | people (1h+) | party/bar | date (+time spent) | touch | films | walking (30m+),4
2019-11-10,meh,people (1h+) | date (+time spent) | touch | gaming | films | shopping (big) | walking (30m+),3
2019-11-09,meh,people (1h+) | date (+time spent) | touch | films | travel | sun (on skin) | walking (30m+),3
2019-11-08,meh,people (1h+) | date (+time spent) | touch | films | travel | sun (on skin) | walking (30m+),3
2019-11-07,good,people (1h+) | date (+time spent) | touch | films | travel | sun (on skin) | walking (30m+),4
2019-11-06,meh,people (1h+) | date (+time spent) | touch | films | travel | sun (on skin) | walking (30m+),3
2019-11-05,good,workplace work | people (1h+) | date (+time spent) | touch | films | travel,4
2019-11-04,good,people (1h+) | date (+time spent) | touch | eating out | films | travel | sun (on skin) | walking (30m+),4
2019-11-03,rad,people (1h+) | date (+time spent) | touch | films | shopping (big) | daysleep | travel | walking (30m+),5
2019-11-02,meh,workplace work | date (+time spent) | touch | reading | travel | walking (30m+),3
2019-11-01,meh,workplace work | people (1h+) | friends | gaming | travel | stress ventre | walking (30m+),3
2019-10-31,meh,workplace work | people (1h+) | friends | gaming | travel | italiano,3
2019-10-30,meh,workplace work | people (1h+) | friends | gaming | travel,3
2019-10-29,good,workplace work | people (1h+) | friends | gaming | daysleep | travel | sun (on skin) | walking (30m+) | sport,4
2019-10-28,good,workplace work | people (1h+) | friends | party/bar | gaming | films | daysleep | travel | sun (on skin) | walking (30m+),4
2019-10-27,rad,people (1h+) | friends | party/bar | daysleep | travel | walking (30m+),5
2019-10-26,good,reading | gaming | walking (30m+) | italiano,4
2019-10-25,rad,workplace work | people (1h+) | reading | television | walking (30m+),5
2019-10-24,meh,workplace work | reading | gaming | television | sport,3
2019-10-23,good,workplace work | reading | gaming | films | television | daysleep | italiano,4
2019-10-22,good,workplace work | people (1h+) | friends | reading | gaming | television,4
2019-10-21,good,workplace work | people (1h+) | friends | reading | gaming | television | walking (30m+) | italiano,4
2019-10-20,good,workplace work | people (1h+) | friends | gaming | television | walking (30m+),4
2019-10-19,good,workplace work | people (1h+) | friends | party/bar | gaming | television | walking (30m+),4
2019-10-18,good,workplace work | people (1h+) | friends | reading | films | walking (30m+),4
2019-10-17,meh,workplace work | films | television | shopping (big),3
2019-10-16,good,workplace work | people (1h+) | friends | reading | gaming | television | daysleep,4
2019-10-15,meh,workplace work | reading | gaming | television | walking (30m+),3
2019-10-14,good,workplace work | people (1h+) | reading | television | sport,4
2019-10-13,rad,workplace work | people (1h+) | television | daysleep | sun (on skin),5
2019-10-12,rad,people (1h+) | friends | gaming | television | sun (on skin) | sport,5
2019-10-11,good,workplace work | people (1h+) | friends | reading | gaming | daysleep | sun (on skin) | walking (30m+) | sport,4
2019-10-10,good,workplace work | people (1h+) | party/bar | reading | gaming | television | daysleep,4
2019-10-09,meh,workplace work | people (1h+) | party/bar | touch | reading | gaming | daysleep | sun (on skin) | walking (30m+),3
2019-10-08,good,workplace work | people (1h+) | reading | gaming | television | walking (30m+),4
2019-10-07,good,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | television | sun (on skin) | walking (30m+) | sport,4
2019-10-06,good,workplace work | people (1h+) | date (+time spent) | touch | television | travel | walking (30m+),4
2019-10-05,good,people (1h+) | date (+time spent) | touch | gaming | daysleep | walking (30m+),4
2019-10-04,good,workplace work | people (1h+) | friends | date (+time spent) | touch | reading | television | daysleep,4
2019-10-03,meh,workplace work | people (1h+) | friends | party/bar | reading | television | walking (30m+),3
2019-10-02,meh,workplace work | people (1h+) | friends | reading | television | daysleep,3
2019-10-01,good,workplace work | people (1h+) | reading | daysleep,4
2019-09-30,meh,workplace work | people (1h+) | touch | reading | gaming | television | sport,3
2019-09-29,good,workplace work | people (1h+) | friends | reading | gaming | television | daysleep | travel | walking (30m+),4
2019-09-28,good,workplace work | people (1h+) | friends | party/bar | travel | sun (on skin) | walking (30m+) | italiano,4
2019-09-27,good,workplace work | people (1h+) | friends | reading | gaming | travel | walking (30m+),4
2019-09-26,good,workplace work | gaming | television | cleaning | sun (on skin),4
2019-09-25,good,workplace work | people (1h+) | gaming | films | daysleep | walking (30m+) | italiano,4
2019-09-24,meh,workplace work | people (1h+) | friends | gaming | walking (30m+) | sport,3
2019-09-23,meh,workplace work | people (1h+) | reading | gaming | films | television | sun (on skin),3
2019-09-22,good,people (1h+) | date (+time spent) | touch | films | walking (30m+),4
2019-09-21,good,people (1h+) | date (+time spent) | touch | films | television | daysleep | sun (on skin) | walking (30m+),4
2019-09-20,good,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | sun (on skin) | walking (30m+) | sport,4
2019-09-19,rad,workplace work | people (1h+) | friends | reading | gaming | television | daysleep | sun (on skin) | walking (30m+),5
2019-09-18,good,workplace work | people (1h+) | friends | party/bar | gaming | sun (on skin),4
2019-09-17,meh,workplace work | reading | gaming | films | television | sun (on skin) | walking (30m+) | sport,3
2019-09-16,good,workplace work | people (1h+) | friends | reading | gaming | television | 4pda/search | sun (on skin) | walking (30m+) | sport | italiano,4
2019-09-15,good,workplace work | people (1h+) | date (+time spent) | touch | gaming | travel | sun (on skin) | walking (30m+) | sport,4
2019-09-14,meh,people (1h+) | date (+time spent) | touch | gaming | films | travel | sun (on skin) | stress ventre | walking (30m+) | sport,3
2019-09-13,good,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | television | 4pda/search | daysleep | travel | sun (on skin),4
2019-09-12,meh,workplace work | people (1h+) | friends | reading | television | 4pda/search | stress ventre | walking (30m+),3
2019-09-11,good,workplace work | people (1h+) | reading | gaming | sun (on skin) | walking (30m+) | sport,4
2019-09-10,rad,workplace work | people (1h+) | friends | reading | daysleep | walking (30m+) | sport,5
2019-09-09,good,workplace work | people (1h+) | friends | party/bar | reading | gaming | 4pda/search | sun (on skin) | walking (30m+) | italiano,4
2019-09-08,good,workplace work | people (1h+) | friends | party/bar | gaming | sun (on skin) | walking (30m+) | italiano,4
2019-09-07,good,workplace work | people (1h+) | friends | party/bar | gaming | 4pda/search | walking (30m+),4
2019-09-06,good,workplace work | people (1h+) | friends | party/bar | reading | gaming | sun (on skin) | walking (30m+) | italiano,4
2019-09-05,meh,workplace work | people (1h+) | reading | gaming | walking (30m+),3
2019-09-04,meh,workplace work | people (1h+) | reading | daysleep | sun (on skin) | walking (30m+) | italiano,3
2019-09-03,good,workplace work | people (1h+) | friends | eating out | reading | daysleep | sun (on skin),4
2019-09-02,good,workplace work | people (1h+) | friends | reading | gaming | sun (on skin) | walking (30m+) | italiano,4
2019-09-01,meh,workplace work | people (1h+) | date (+time spent) | touch | gaming | travel | sun (on skin) | walking (30m+),3
2019-08-31,meh,workplace work | people (1h+) | date (+time spent) | touch | gaming | travel | sun (on skin) | walking (30m+),3
2019-08-30,meh,workplace work | people (1h+) | date (+time spent) | touch | gaming | travel | sun (on skin) | walking (30m+),3
2019-08-29,good,workplace work | people (1h+) | reading | gaming | sun (on skin) | walking (30m+) | sport,4
2019-08-28,good,workplace work | people (1h+) | friends | reading | gaming | television | sun (on skin) | walking (30m+) | italiano,4
2019-08-27,rad,workplace work | people (1h+) | friends | reading | television | sun (on skin) | walking (30m+) | italiano,5
2019-08-26,good,workplace work | people (1h+) | friends | touch | reading | gaming | sun (on skin) | walking (30m+),4
2019-08-25,good,workplace work | people (1h+) | friends | gaming | television | daysleep | travel | sun (on skin) | walking (30m+) | italiano,4
2019-08-24,rad,workplace work | people (1h+) | friends | touch | gaming | travel | sun (on skin) | walking (30m+),5
2019-08-23,rad,workplace work | people (1h+) | friends | touch | reading | gaming | sun (on skin) | walking (30m+),5
2019-08-22,good,workplace work | people (1h+) | friends | gaming | sun (on skin) | walking (30m+),4
2019-08-21,good,workplace work | people (1h+) | friends | gaming | sun (on skin) | walking (30m+),4
2019-08-20,good,workplace work | people (1h+) | friends | gaming | sun (on skin) | walking (30m+),4
2019-08-19,good,workplace work | people (1h+) | friends | reading | walking (30m+),4
2019-08-18,rad,people (1h+) | date (+time spent) | touch | gaming | television | daysleep | travel | walking (30m+),5
2019-08-17,good,workplace work | people (1h+) | date (+time spent) | touch | gaming | films | travel | walking (30m+),4
2019-08-16,good,people (1h+) | date (+time spent) | touch | gaming | travel | walking (30m+),4
2019-08-15,meh,workplace work | date (+time spent) | touch | gaming | travel | sun (on skin) | walking (30m+),3
2019-08-14,meh,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | sun (on skin),3
2019-08-13,good,workplace work | people (1h+) | friends | reading | gaming | walking (30m+) | sport | italiano,4
2019-08-12,good,workplace work | people (1h+) | reading | gaming | sun (on skin) | sport | italiano,4
2019-08-11,rad,workplace work | people (1h+) | date (+time spent) | touch | gaming | films | walking (30m+) | sport,5
2019-08-10,good,people (1h+) | date (+time spent) | touch | gaming | films | shopping (big) | 4pda/search | sun (on skin) | walking (30m+) | italiano,4
2019-08-09,good,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | television | walking (30m+) | italiano,4
2019-08-08,meh,workplace work | people (1h+) | reading | gaming | 4pda/search | sun (on skin) | walking (30m+) | italiano,3
2019-08-07,meh,workplace work | people (1h+) | friends | touch | reading | walking (30m+) | italiano,3
2019-08-06,meh,workplace work | people (1h+) | friends | gaming | films | daysleep | sport,3
2019-08-05,meh,workplace work | people (1h+) | friends | reading | gaming | films | sun (on skin) | walking (30m+) | sport,3
2019-08-04,good,workplace work | people (1h+) | gaming | films | sun (on skin) | sport | italiano,4
2019-08-03,rad,workplace work | people (1h+) | friends | reading | sun (on skin) | walking (30m+) | sport,5
2019-08-02,good,workplace work | people (1h+) | friends | reading | gaming | films | shopping (big) | italiano,4
2019-08-01,good,workplace work | people (1h+) | friends | reading | gaming | sun (on skin) | walking (30m+) | italiano,4
2019-07-31,good,workplace work | people (1h+) | friends | touch | gaming | sun (on skin) | stress ventre | walking (30m+),4
2019-07-30,good,people (1h+) | date (+time spent) | touch | reading | gaming | travel | sun (on skin) | walking (30m+),4
2019-07-29,rad,workplace work | people (1h+) | date (+time spent) | touch | gaming | travel | sun (on skin) | walking (30m+),5
2019-07-28,good,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | travel | sun (on skin) | walking (30m+) | italiano,4
2019-07-27,meh,workplace work | people (1h+) | date (+time spent) | touch | gaming | travel | sun (on skin) | walking (30m+) | italiano,3
2019-07-26,good,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | travel | sun (on skin) | walking (30m+) | sport | italiano,4
2019-07-25,good,people (1h+) | date (+time spent) | touch | gaming | films | travel | sun (on skin) | walking (30m+) | sport,4
2019-07-24,good,workplace work | people (1h+) | date (+time spent) | touch | gaming | daysleep | travel | sun (on skin) | walking (30m+) | sport,4
2019-07-23,good,workplace work | people (1h+) | date (+time spent) | touch | gaming | travel | sun (on skin) | walking (30m+),4
2019-07-22,good,workplace work | people (1h+) | friends | date (+time spent) | touch | gaming | travel | sun (on skin) | walking (30m+) | sport | italiano,4
2019-07-21,rad,workplace work | people (1h+) | friends | date (+time spent) | touch | gaming | travel | sun (on skin) | walking (30m+),5
2019-07-20,meh,workplace work | people (1h+) | date (+time spent) | touch | gaming | travel | sun (on skin) | walking (30m+) | sport | italiano,3
2019-07-19,rad,workplace work | people (1h+) | date (+time spent) | touch | gaming | films | travel | sun (on skin) | walking (30m+) | sport | italiano,5
2019-07-18,good,workplace work | people (1h+) | date (+time spent) | touch | gaming | films | daysleep | travel | sun (on skin) | walking (30m+) | italiano,4
2019-07-17,good,workplace work | people (1h+) | date (+time spent) | touch | daysleep | travel | sun (on skin) | walking (30m+) | italiano,4
2019-07-16,good,workplace work | people (1h+) | date (+time spent) | touch | gaming | travel | sun (on skin) | walking (30m+) | italiano,4
2019-07-15,good,workplace work | people (1h+) | friends | date (+time spent) | touch | travel | sun (on skin) | walking (30m+) | italiano,4
2019-07-14,rad,people (1h+) | friends | date (+time spent) | touch | daysleep | sun (on skin) | walking (30m+),5
2019-07-13,good,workplace work | people (1h+) | date (+time spent) | touch | gaming | films | daysleep | sun (on skin) | walking (30m+) | sport,4
2019-07-12,good,workplace work | people (1h+) | reading | gaming | daysleep | sun (on skin) | walking (30m+) | sport | italiano,4
2019-07-11,meh,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | sun (on skin) | stress ventre | italiano,3
2019-07-10,good,workplace work | people (1h+) | friends | party/bar | reading | gaming | sun (on skin) | stress ventre | walking (30m+) | italiano,4
2019-07-09,good,workplace work | people (1h+) | reading | gaming | sun (on skin) | walking (30m+) | italiano,4
2019-07-08,good,workplace work | people (1h+) | touch | reading | gaming | sun (on skin) | walking (30m+) | italiano,4
2019-07-07,rad,workplace work | people (1h+) | friends | date (+time spent) | touch | films | walking (30m+) | italiano,5
2019-07-06,rad,workplace work | people (1h+) | friends | date (+time spent) | touch | travel | sun (on skin) | walking (30m+),5
2019-07-05,good,workplace work | people (1h+) | friends | party/bar | date (+time spent) | touch | gaming | sun (on skin) | stress ventre | walking (30m+) | italiano,4
2019-07-04,good,workplace work | people (1h+) | date (+time spent) | touch | reading | films | walking (30m+) | italiano,4
2019-07-03,meh,workplace work | people (1h+) | date (+time spent) | touch | reading | television | sun (on skin) | walking (30m+) | sport | italiano,3
2019-07-02,meh,workplace work | people (1h+) | gaming | television | sun (on skin) | italiano,3
2019-07-01,rad,workplace work | people (1h+) | friends | party/bar | gaming | sun (on skin) | walking (30m+) | italiano,5
2019-06-30,good,people (1h+) | date (+time spent) | touch | gaming | travel | sun (on skin) | walking (30m+) | italiano,4
2019-06-29,rad,workplace work | people (1h+) | friends | party/bar | date (+time spent) | touch | sun (on skin) | walking (30m+) | italiano | visualize,5
2019-06-28,rad,workplace work | people (1h+) | friends | date (+time spent) | touch | gaming | sun (on skin) | walking (30m+) | sport | italiano | visualize,5
2019-06-27,good,workplace work | people (1h+) | friends | date (+time spent) | touch | gaming | sun (on skin) | walking (30m+) | sport | italiano,4
2019-06-26,good,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | films | sun (on skin) | walking (30m+) | italiano,4
2019-06-25,good,workplace work | people (1h+) | date (+time spent) | touch | gaming | television | sun (on skin) | italiano | visualize,4
2019-06-24,good,workplace work | people (1h+) | party/bar | date (+time spent) | touch | reading | gaming | sun (on skin) | walking (30m+) | italiano,4
2019-06-23,good,workplace work | people (1h+) | date (+time spent) | touch | gaming | films | television | travel | sun (on skin) | walking (30m+) | relax | italiano,4
2019-06-22,good,people (1h+) | date (+time spent) | touch | films | television | sun (on skin) | walking (30m+) | italiano,4
2019-06-21,good,workplace work | people (1h+) | friends | date (+time spent) | touch | gaming | sun (on skin) | stress ventre | walking (30m+) | italiano,4
2019-06-20,meh,workplace work | people (1h+) | friends | touch | gaming | sun (on skin) | walking (30m+) | sport | italiano,3
2019-06-19,good,workplace work | people (1h+) | date (+time spent) | touch | films | sun (on skin) | stress ventre | walking (30m+) | italiano,4
2019-06-18,meh,workplace work | people (1h+) | touch | gaming | films | television | sun (on skin) | walking (30m+) | italiano | visualize,3
2019-06-17,good,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | sun (on skin) | italiano,4
2019-06-16,rad,workplace work | people (1h+) | friends | gaming | sun (on skin) | walking (30m+) | sport | italiano | visualize,5
2019-06-15,rad,workplace work | people (1h+) | friends | party/bar | reading | gaming | daysleep | walking (30m+) | italiano | visualize,5
2019-06-14,meh,workplace work | people (1h+) | friends | gaming | television | walking (30m+) | italiano,3
2019-06-13,meh,workplace work | people (1h+) | gaming | sport | italiano | visualize,3
2019-06-12,meh,workplace work | people (1h+) | reading | gaming | television | italiano,3
2019-06-11,good,workplace work | people (1h+) | gaming | walking (30m+) | italiano | visualize,4
2019-06-10,good,workplace work | people (1h+) | party/bar | reading | italiano | visualize,4
2019-06-09,meh,workplace work | people (1h+) | date (+time spent) | films | television | daysleep | italiano,3
2019-06-08,good,people (1h+) | party/bar | sun (on skin) | walking (30m+) | relax | italiano | visualize,4
2019-06-07,good,workplace work | people (1h+) | friends | reading | gaming | daysleep | italiano | visualize,4
2019-06-06,good,workplace work | people (1h+) | touch | reading | gaming | films | television | italiano | visualize,4
2019-06-05,meh,workplace work | people (1h+) | friends | date (+time spent) | touch | reading | gaming | stress ventre | italiano,3
2019-06-04,good,workplace work | people (1h+) | friends | party/bar | reading | gaming | daysleep | italiano | visualize,4
2019-06-03,meh,workplace work | people (1h+) | party/bar | date (+time spent) | touch | reading | films | cleaning | stress ventre | italiano,3
2019-06-02,good,people (1h+) | date (+time spent) | touch | travel | sun (on skin) | walking (30m+) | italiano,4
2019-06-01,rad,people (1h+) | date (+time spent) | touch | travel | sun (on skin) | walking (30m+) | italiano,5
2019-05-31,meh,people (1h+) | date (+time spent) | touch | travel | sun (on skin) | walking (30m+) | italiano,3
2019-05-30,good,people (1h+) | date (+time spent) | touch | travel | sun (on skin) | walking (30m+) | italiano,4
2019-05-29,good,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | films | television | sun (on skin) | italiano,4
2019-05-28,meh,workplace work | people (1h+) | reading | gaming | italiano | visualize,3
2019-05-27,meh,workplace work | people (1h+) | reading | gaming | television | italiano | visualize,3
2019-05-26,good,workplace work | people (1h+) | gaming | television | sun (on skin) | walking (30m+) | sport | italiano | visualize,4
2019-05-25,rad,workplace work | people (1h+) | date (+time spent) | gaming | television | daysleep | sun (on skin) | walking (30m+) | relax | italiano | visualize,5
2019-05-24,good,workplace work | people (1h+) | reading | gaming | italiano | visualize,4
2019-05-23,good,workplace work | people (1h+) | reading | gaming | daysleep | italiano | visualize,4
2019-05-22,good,workplace work | people (1h+) | date (+time spent) | touch | reading | walking (30m+) | italiano,4
2019-05-21,meh,workplace work | reading | gaming | walking (30m+) | italiano | visualize,3
2019-05-20,meh,workplace work | people (1h+) | party/bar | reading | gaming | italiano | visualize,3
2019-05-19,rad,people (1h+) | date (+time spent) | touch | walking (30m+) | relax | italiano,5
2019-05-18,good,people (1h+) | party/bar | walking (30m+) | sport | italiano | visualize,4
2019-05-17,meh,workplace work | people (1h+) | friends | eating out | reading | gaming | walking (30m+) | italiano | visualize,3
2019-05-16,rad,people (1h+) | walking (30m+) | italiano | visualize,5
2019-05-15,good,workplace work | people (1h+) | friends | reading | walking (30m+) | italiano | visualize,4
2019-05-14,meh,workplace work | people (1h+) | date (+time spent) | reading | gaming | sun (on skin) | walking (30m+) | italiano | visualize,3
2019-05-13,good,workplace work | people (1h+) | friends | party/bar | reading | gaming | sun (on skin) | italiano | visualize,4
2019-05-12,rad,people (1h+) | date (+time spent) | touch | films | sun (on skin) | walking (30m+) | relax | italiano,5
2019-05-11,good,people (1h+) | date (+time spent) | touch | walking (30m+) | relax | italiano,4
2019-05-10,bad,workplace work | gaming | travel | italiano,2
2019-05-09,meh,people (1h+) | friends | date (+time spent) | touch | reading | gaming | travel | sun (on skin) | walking (30m+) | italiano,3
2019-05-08,good,people (1h+) | friends | gaming | travel | sun (on skin) | walking (30m+) | italiano,4
2019-05-07,good,workplace work | people (1h+) | friends | gaming | television | travel | walking (30m+) | italiano,4
2019-05-06,good,people (1h+) | friends | reading | travel | stress ventre | walking (30m+) | italiano,4
2019-05-05,good,people (1h+) | friends | date (+time spent) | touch | reading | travel | stress ventre | walking (30m+) | italiano,4
2019-05-04,good,people (1h+) | date (+time spent) | touch | travel | sun (on skin) | walking (30m+) | italiano,4
2019-05-03,rad,people (1h+) | date (+time spent) | touch | travel | walking (30m+) | relax | italiano,5
2019-05-02,rad,people (1h+) | date (+time spent) | touch | travel | walking (30m+) | italiano,5
2019-05-02,good,people (1h+) | date (+time spent) | touch | travel | sun (on skin) | walking (30m+) | italiano,4
2019-05-01,meh,people (1h+) | date (+time spent) | touch | travel | sun (on skin) | walking (30m+) | italiano,3
2019-04-30,good,workplace work | people (1h+) | date (+time spent) | touch | travel | sun (on skin) | walking (30m+) | relax | italiano,4
2019-04-29,good,workplace work | people (1h+) | date (+time spent) | touch | travel | walking (30m+) | italiano,4
2019-04-28,good,people (1h+) | date (+time spent) | touch | gaming | travel | sun (on skin) | walking (30m+) | italiano,4
2019-04-27,rad,workplace work | people (1h+) | friends | party/bar | date (+time spent) | touch | reading | sun (on skin) | walking (30m+) | italiano,5
2019-04-26,bad,workplace work | people (1h+) | friends | reading | television | sun (on skin) | stress ventre | walking (30m+) | italiano,2
2019-04-25,meh,workplace work | people (1h+) | reading | television | stress ventre | sport | italiano | visualize,3
2019-04-24,meh,workplace work | people (1h+) | date (+time spent) | reading | gaming | sun (on skin) | stress ventre | walking (30m+) | italiano | visualize,3
2019-04-23,good,workplace work | people (1h+) | reading | italiano | visualize,4
2019-04-22,rad,people (1h+) | friends | date (+time spent) | touch | travel | walking (30m+) | italiano,5
2019-04-21,meh,people (1h+) | friends | travel | walking (30m+) | italiano,3
2019-04-20,good,people (1h+) | friends | travel | sun (on skin) | stress ventre | walking (30m+) | italiano,4
2019-04-19,good,workplace work | people (1h+) | friends | party/bar | reading | travel | stress ventre | walking (30m+) | italiano,4
2019-04-18,good,workplace work | people (1h+) | reading | sport | italiano | visualize,4
2019-04-17,good,workplace work | people (1h+) | date (+time spent) | reading | television | italiano | visualize,4
2019-04-16,good,workplace work | people (1h+) | date (+time spent) | touch | reading | films | italiano | visualize,4
2019-04-15,good,workplace work | people (1h+) | touch | reading | gaming | television | walking (30m+) | italiano,4
2019-04-14,rad,workplace work | people (1h+) | friends | date (+time spent) | touch | gaming | sun (on skin) | walking (30m+) | sport | italiano | visualize,5
2019-04-13,rad,workplace work | people (1h+) | friends | date (+time spent) | touch | sun (on skin) | italiano,5
2019-04-12,good,workplace work | people (1h+) | friends | reading | gaming | sun (on skin) | italiano | visualize,4
2019-04-11,good,people (1h+) | touch | reading | gaming | television | sun (on skin) | sport | italiano | visualize,4
2019-04-10,meh,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | walking (30m+) | italiano,3
2019-04-09,meh,workplace work | people (1h+) | touch | italiano | visualize,3
2019-04-08,meh,workplace work | people (1h+) | party/bar | reading | gaming | italiano | visualize,3
2019-04-07,good,workplace work | people (1h+) | gaming | sport | italiano | visualize,4
2019-04-06,good,people (1h+) | friends | party/bar | gaming | sun (on skin) | italiano | visualize,4
2019-04-05,good,workplace work | people (1h+) | party/bar | reading | gaming | italiano | visualize,4
2019-04-04,meh,workplace work | people (1h+) | reading | sport | italiano | visualize,3
2019-04-03,good,workplace work | people (1h+) | friends | gaming | television | italiano | visualize,4
2019-04-02,meh,workplace work | people (1h+) | television | italiano | visualize,3
2019-04-01,good,workplace work | people (1h+) | gaming | television | sun (on skin) | italiano | visualize,4
2019-03-31,rad,people (1h+) | friends | date (+time spent) | touch | films | travel | sun (on skin) | walking (30m+) | italiano,5
2019-03-30,good,workplace work | people (1h+) | friends | date (+time spent) | touch | films | sun (on skin) | sport | italiano,4
2019-03-29,good,people (1h+) | friends | reading | sun (on skin) | italiano | visualize,4
2019-03-28,good,workplace work | people (1h+) | date (+time spent) | touch | reading | television | sport | italiano | visualize,4
2019-03-27,good,workplace work | people (1h+) | date (+time spent) | touch | reading | sun (on skin) | walking (30m+) | relax | italiano,4
2019-03-26,good,workplace work | people (1h+) | date (+time spent) | touch | reading | walking (30m+) | sport,4
2019-03-25,rad,workplace work | people (1h+) | friends | date (+time spent) | touch | reading | gaming | television | sun (on skin) | visualize,5
2019-03-24,rad,workplace work | people (1h+) | reading | television | sun (on skin) | walking (30m+) | relax | visualize,5
2019-03-23,good,workplace work | people (1h+) | party/bar | television | shopping (big) | walking (30m+) | visualize,4
2019-03-22,rad,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | television | sun (on skin) | walking (30m+) | relax | visualize,5
2019-03-21,good,workplace work | people (1h+) | date (+time spent) | touch | reading | sun (on skin),4
2019-03-20,good,workplace work | people (1h+) | date (+time spent) | touch | visualize,4
2019-03-19,good,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | sun (on skin),4
2019-03-18,meh,workplace work | people (1h+) | friends | reading | gaming | television | visualize,3
2019-03-17,rad,workplace work | people (1h+) | date (+time spent) | touch | gaming | walking (30m+) | visualize,5
